Post ID	Campaign Name	Image Name	Platform	Graphic Headline	Image Prompt	Caption	Hashtags	Scheduled Date	Scheduled Time	Holiday Or Seasonal Context	Status	Enabled
20260812-IG-029	CommunityBridge Annual Growth Campaign 2026-2027	2026-08-care-team-coordination-05	Instagram	Transitions Work Better With Clarity	branded care coordination graphic, portrait format, soft blue-green gradients, connected team icons, welcoming healthcare-tech aesthetic, balanced spacing, strong centered headline, instagram portrait 4:5, CommunityBridge branding, Back to School emphasis, headline text Transitions Work Better With Clarity	Back-to-school transitions work better when communication stays clear. CommunityBridge helps teams support families with steadier coordination. Request a demo to explore the workflow.	#CommunityBridge #CareCoordination #ABATherapy #TeamCommunication #HealthcareWorkflow #ProviderSupport #BackToSchool #FamilyReadiness	2026-08-12	10:00 AM	Back to School	Pending	TRUE
20260814-FB-030	CommunityBridge Annual Growth Campaign 2026-2027	2026-08-parent-trust-06	Facebook	Transitions Work Better With Clarity	supportive branded social graphic, family trust theme, clean portrait layout, soft green and blue arcs, subtle family silhouettes or icons, modern calming typography, instagram portrait 4:5, CommunityBridge branding, Back to School emphasis, headline text Transitions Work Better With Clarity	Back-to-school season can bring extra moving parts for providers and families. CommunityBridge helps teams manage transitions with clearer communication, better scheduling visibility, and more confident follow-through. Request a demo to learn more.	#CommunityBridge #ParentTrust #FamilySupport #ABATherapy #CareTeams #HealthcareTechnology #BackToSchool #FamilyReadiness	2026-08-14	10:00 AM	Back to School	Pending	TRUE
20260814-IG-030	CommunityBridge Annual Growth Campaign 2026-2027	2026-08-parent-trust-06	Instagram	Transitions Work Better With Clarity	supportive branded social graphic, family trust theme, clean portrait layout, soft green and blue arcs, subtle family silhouettes or icons, modern calming typography, instagram portrait 4:5, CommunityBridge branding, Back to School emphasis, headline text Transitions Work Better With Clarity	Back-to-school transitions work better when communication stays clear. CommunityBridge helps teams support families with steadier coordination. Request a demo to explore the workflow.	#CommunityBridge #ParentTrust #FamilySupport #ABATherapy #CareTeams #HealthcareTechnology #BackToSchool #FamilyReadiness	2026-08-14	10:00 AM	Back to School	Pending	TRUE
20260817-FB-031	CommunityBridge Annual Growth Campaign 2026-2027	2026-08-provider-growth-07	Facebook	Transitions Work Better With Clarity	professional growth-focused healthcare graphic, clean white field, subtle upward motion elements, dashboard and team icons, blue-green brand accents, modern polished portrait composition, instagram portrait 4:5, CommunityBridge branding, Back to School emphasis, headline text Transitions Work Better With Clarity	Back-to-school season can bring extra moving parts for providers and families. CommunityBridge helps teams manage transitions with clearer communication, better scheduling visibility, and more confident follow-through. Request a demo to learn more.	#CommunityBridge #ProviderGrowth #ABATherapy #HealthcareOperations #ScalableSystems #ClinicLeadership #BackToSchool #FamilyReadiness	2026-08-17	10:00 AM	Back to School	Pending	TRUE
20260817-IG-031	CommunityBridge Annual Growth Campaign 2026-2027	2026-08-provider-growth-07	Instagram	Transitions Work Better With Clarity	professional growth-focused healthcare graphic, clean white field, subtle upward motion elements, dashboard and team icons, blue-green brand accents, modern polished portrait composition, instagram portrait 4:5, CommunityBridge branding, Back to School emphasis, headline text Transitions Work Better With Clarity	Back-to-school transitions work better when communication stays clear. CommunityBridge helps teams support families with steadier coordination. Request a demo to explore the workflow.	#CommunityBridge #ProviderGrowth #ABATherapy #HealthcareOperations #ScalableSystems #ClinicLeadership #BackToSchool #FamilyReadiness	2026-08-17	10:00 AM	Back to School	Pending	TRUE
20260819-FB-032	CommunityBridge Annual Growth Campaign 2026-2027	2026-08-operational-clarity-08	Facebook	Transitions Work Better With Clarity	minimal branded operations graphic, portrait static design, crisp typography, subtle workflow layers and directional lines, clean healthcare-tech atmosphere, blue and green highlight accents, instagram portrait 4:5, CommunityBridge branding, Back to School emphasis, headline text Transitions Work Better With Clarity	Back-to-school season can bring extra moving parts for providers and families. CommunityBridge helps teams manage transitions with clearer communication, better scheduling visibility, and more confident follow-through. Request a demo to learn more.	#CommunityBridge #OperationalClarity #ClinicOperations #ABATherapy #WorkflowSupport #HealthcareTechnology #BackToSchool #FamilyReadiness	2026-08-19	10:00 AM	Back to School	Pending	TRUE
20260819-IG-032	CommunityBridge Annual Growth Campaign 2026-2027	2026-08-operational-clarity-08	Instagram	Transitions Work Better With Clarity	minimal branded operations graphic, portrait static design, crisp typography, subtle workflow layers and directional lines, clean healthcare-tech atmosphere, blue and green highlight accents, instagram portrait 4:5, CommunityBridge branding, Back to School emphasis, headline text Transitions Work Better With Clarity	Back-to-school transitions work better when communication stays clear. CommunityBridge helps teams support families with steadier coordination. Request a demo to explore the workflow.	#CommunityBridge #OperationalClarity #ClinicOperations #ABATherapy #WorkflowSupport #HealthcareTechnology #BackToSchool #FamilyReadiness	2026-08-19	10:00 AM	Back to School	Pending	TRUE
20260821-FB-033	CommunityBridge Annual Growth Campaign 2026-2027	2026-08-faq-education-09	Facebook	Better Questions Lead To Better Workflows	educational branded social graphic, portrait layout, FAQ card motif, calm healthcare-tech palette, clean whitespace, modern headline and subtle icon accents, instagram portrait 4:5, CommunityBridge branding, Back to School emphasis, headline text Better Questions Lead To Better Workflows	Sometimes the best workflow improvements start with the right questions. CommunityBridge helps organizations simplify the systems behind communication, scheduling, and day-to-day coordination. Request a demo to see what a more connected workflow could look like. This season is a good time to focus on back-to-school transitions and family readiness.	#CommunityBridge #ABAEducation #HealthcareWorkflow #ABATherapy #OperationsSupport #ProviderTools	2026-08-21	10:00 AM	None	Pending	TRUE
20260821-IG-033	CommunityBridge Annual Growth Campaign 2026-2027	2026-08-faq-education-09	Instagram	Better Questions Lead To Better Workflows	educational branded social graphic, portrait layout, FAQ card motif, calm healthcare-tech palette, clean whitespace, modern headline and subtle icon accents, instagram portrait 4:5, CommunityBridge branding, Back to School emphasis, headline text Better Questions Lead To Better Workflows	Good questions often lead to stronger systems. CommunityBridge helps teams simplify everyday coordination with tools built for clarity. Request a demo to learn more. This season is all about back-to-school transitions and family readiness.	#CommunityBridge #ABAEducation #HealthcareWorkflow #ABATherapy #OperationsSupport #ProviderTools	2026-08-21	10:00 AM	None	Pending	TRUE
20260824-FB-034	CommunityBridge Annual Growth Campaign 2026-2027	2026-08-demo-cta-10	Facebook	See CommunityBridge In Action	branded promotional static graphic, clean modern healthcare-tech style, subtle app interface cards, green call-to-action accent, white and slate composition, confident headline area, instagram portrait 4:5, CommunityBridge branding, Back to School emphasis, headline text See CommunityBridge In Action	The best way to understand a stronger workflow is to see it in action. CommunityBridge helps organizations simplify communication, scheduling, coordination, and operational visibility in one connected platform. Request a demo to explore how it could support your team. This season is a good time to focus on back-to-school transitions and family readiness.	#CommunityBridge #RequestADemo #ABATherapy #HealthcareTechnology #CareCoordination #ClinicOperations	2026-08-24	10:00 AM	None	Pending	TRUE
20260824-IG-034	CommunityBridge Annual Growth Campaign 2026-2027	2026-08-demo-cta-10	Instagram	See CommunityBridge In Action	branded promotional static graphic, clean modern healthcare-tech style, subtle app interface cards, green call-to-action accent, white and slate composition, confident headline area, instagram portrait 4:5, CommunityBridge branding, Back to School emphasis, headline text See CommunityBridge In Action	Want to see how a more connected care workflow could look for your team. Request a demo and explore CommunityBridge in action. This season is all about back-to-school transitions and family readiness.	#CommunityBridge #RequestADemo #ABATherapy #HealthcareTechnology #CareCoordination #ClinicOperations	2026-08-24	10:00 AM	None	Pending	TRUE
20260826-FB-035	CommunityBridge Annual Growth Campaign 2026-2027	2026-08-role-based-dashboards-11	Facebook	Clear Roles Create Better Care Days	clean branded healthcare-tech social graphic, white and slate background with subtle blue-green gradient accents, calm modern layout, abstract connected nodes and dashboard cards, headline centered, CommunityBridge brand feel, instagram portrait 4:5, CommunityBridge branding, Back to School emphasis, headline text Clear Roles Create Better Care Days	When every role can see what matters most, daily operations get easier to manage. CommunityBridge helps teams reduce confusion, support consistent communication, and keep care moving forward with more clarity. Request a demo to see how a more connected workflow can support your organization. This season is a good time to focus on back-to-school transitions and family readiness.	#CommunityBridge #ABATherapy #CareCoordination #HealthcareTechnology #BCBA #ClinicOperations	2026-08-26	10:00 AM	None	Pending	TRUE
20260826-IG-035	CommunityBridge Annual Growth Campaign 2026-2027	2026-08-role-based-dashboards-11	Instagram	Clear Roles Create Better Care Days	clean branded healthcare-tech social graphic, white and slate background with subtle blue-green gradient accents, calm modern layout, abstract connected nodes and dashboard cards, headline centered, CommunityBridge brand feel, instagram portrait 4:5, CommunityBridge branding, Back to School emphasis, headline text Clear Roles Create Better Care Days	Clear roles make busy care days feel more manageable. CommunityBridge helps teams stay connected, informed, and ready to support families with more confidence. Request a demo to see the workflow in action. This season is all about back-to-school transitions and family readiness.	#CommunityBridge #ABATherapy #CareCoordination #HealthcareTechnology #BCBA #ClinicOperations	2026-08-26	10:00 AM	None	Pending	TRUE
20260828-FB-036	CommunityBridge Annual Growth Campaign 2026-2027	2026-08-family-communication-12	Facebook	Family Communication Should Feel Simple	static branded portrait social graphic, supportive healthcare-tech style, soft green and blue accents, clean whitespace, subtle message bubbles and family-care icons, modern sans serif typography, calm reassuring composition, instagram portrait 4:5, CommunityBridge branding, Back to School emphasis, headline text Family Communication Should Feel Simple	Families should not have to guess what comes next. CommunityBridge helps care teams share timely updates, reduce back-and-forth, and create a more confident experience for parents and caregivers. Request a demo to explore a simpler communication workflow. This season is a good time to focus on back-to-school transitions and family readiness.	#CommunityBridge #FamilyCommunication #ABATherapy #CareTeams #ParentSupport #HealthcareWorkflow	2026-08-28	10:00 AM	None	Pending	TRUE
20260828-IG-036	CommunityBridge Annual Growth Campaign 2026-2027	2026-08-family-communication-12	Instagram	Family Communication Should Feel Simple	static branded portrait social graphic, supportive healthcare-tech style, soft green and blue accents, clean whitespace, subtle message bubbles and family-care icons, modern sans serif typography, calm reassuring composition, instagram portrait 4:5, CommunityBridge branding, Back to School emphasis, headline text Family Communication Should Feel Simple	Better family communication starts with clearer systems behind the scenes. CommunityBridge helps providers keep updates timely, simple, and easier for families to trust. Request a demo to learn more. This season is all about back-to-school transitions and family readiness.	#CommunityBridge #FamilyCommunication #ABATherapy #CareTeams #ParentSupport #HealthcareWorkflow	2026-08-28	10:00 AM	None	Pending	TRUE
20260902-FB-037	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-billing-visibility-01	Facebook	Visibility Turns Billing Into Action	professional branded social graphic for healthcare operations, clean white background, subtle billing chart elements, blue-green gradient lines, polished admin-tech style, clear centered headline, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Visibility Turns Billing Into Action	When billing details are easier to track, teams can respond faster and plan with more confidence. CommunityBridge helps organizations improve visibility across operational workflows so fewer details get lost. Request a demo to explore smarter coordination. This season is a good time to focus on fall planning and operational consistency.	#CommunityBridge #BillingVisibility #HealthcareTechnology #ABATherapy #AdminEfficiency #OperationsSupport	2026-09-02	10:00 AM	None	Pending	TRUE
20260902-IG-037	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-billing-visibility-01	Instagram	Visibility Turns Billing Into Action	professional branded social graphic for healthcare operations, clean white background, subtle billing chart elements, blue-green gradient lines, polished admin-tech style, clear centered headline, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Visibility Turns Billing Into Action	More visibility means fewer surprises. CommunityBridge helps teams stay on top of operational details with clearer workflows and stronger follow-through. Request a demo to learn more. This season is all about fall planning and operational consistency.	#CommunityBridge #BillingVisibility #HealthcareTechnology #ABATherapy #AdminEfficiency #OperationsSupport	2026-09-02	10:00 AM	None	Pending	TRUE
20260904-FB-038	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-reporting-insights-02	Facebook	Reporting Should Support Better Decisions	clean data-informed social graphic, branded healthcare-tech portrait design, subtle report cards and chart accents, calm professional palette, spacious layout, headline prominent and readable, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Reporting Should Support Better Decisions	Good reporting should help teams act, not slow them down. CommunityBridge supports better visibility into the information providers need so decisions can feel more timely, aligned, and practical. Request a demo to see how reporting workflows can work better. This season is a good time to focus on fall planning and operational consistency.	#CommunityBridge #ReportingInsights #HealthcareWorkflow #ABATherapy #CareCoordination #OperationalClarity	2026-09-04	10:00 AM	None	Pending	TRUE
20260904-IG-038	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-reporting-insights-02	Instagram	Reporting Should Support Better Decisions	clean data-informed social graphic, branded healthcare-tech portrait design, subtle report cards and chart accents, calm professional palette, spacious layout, headline prominent and readable, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Reporting Should Support Better Decisions	Better reporting leads to better next steps. CommunityBridge helps teams turn information into action with more clarity and less guesswork. Request a demo to explore the workflow. This season is all about fall planning and operational consistency.	#CommunityBridge #ReportingInsights #HealthcareWorkflow #ABATherapy #CareCoordination #OperationalClarity	2026-09-04	10:00 AM	None	Pending	TRUE
20260907-FB-039	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-admin-time-savings-03	Facebook	Support The Teams Behind Care	static branded promo graphic, calm admin efficiency theme, white background, layered blue and green curves, checklist and workflow icons, modern clean typography, polished and practical, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Support The Teams Behind Care	The work behind quality care depends on teams having the support they need. CommunityBridge helps organizations create workflows that reduce friction and help staff stay informed, coordinated, and better equipped each day. Request a demo to see more.	#CommunityBridge #AdminEfficiency #CareCoordination #ABATherapy #HealthcareTechnology #TeamSupport #LaborDay #TeamSupport	2026-09-07	10:00 AM	Labor Day	Pending	TRUE
20260907-IG-039	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-admin-time-savings-03	Instagram	Support The Teams Behind Care	static branded promo graphic, calm admin efficiency theme, white background, layered blue and green curves, checklist and workflow icons, modern clean typography, polished and practical, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Support The Teams Behind Care	Strong care teams deserve strong systems behind them. CommunityBridge helps reduce workflow friction so teams can focus on what matters. Request a demo to learn more.	#CommunityBridge #AdminEfficiency #CareCoordination #ABATherapy #HealthcareTechnology #TeamSupport #LaborDay #TeamSupport	2026-09-07	10:00 AM	Labor Day	Pending	TRUE
20260909-FB-040	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-care-team-coordination-04	Facebook	Connected Teams Create Calmer Days	branded care coordination graphic, portrait format, soft blue-green gradients, connected team icons, welcoming healthcare-tech aesthetic, balanced spacing, strong centered headline, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Connected Teams Create Calmer Days	Care feels stronger when teams are aligned. CommunityBridge helps clinicians, administrators, and family-facing staff stay coordinated so important details reach the right people at the right time. Request a demo to explore a more connected approach. This season is a good time to focus on fall planning and operational consistency.	#CommunityBridge #CareCoordination #ABATherapy #TeamCommunication #HealthcareWorkflow #ProviderSupport	2026-09-09	10:00 AM	None	Pending	TRUE
20260909-IG-040	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-care-team-coordination-04	Instagram	Connected Teams Create Calmer Days	branded care coordination graphic, portrait format, soft blue-green gradients, connected team icons, welcoming healthcare-tech aesthetic, balanced spacing, strong centered headline, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Connected Teams Create Calmer Days	Connected teams can support families with more consistency and less stress. CommunityBridge helps bring the right people and information together. Request a demo to learn more. This season is all about fall planning and operational consistency.	#CommunityBridge #CareCoordination #ABATherapy #TeamCommunication #HealthcareWorkflow #ProviderSupport	2026-09-09	10:00 AM	None	Pending	TRUE
20260911-FB-041	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-parent-trust-05	Facebook	Trust Grows Through Clear Communication	supportive branded social graphic, family trust theme, clean portrait layout, soft green and blue arcs, subtle family silhouettes or icons, modern calming typography, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Trust Grows Through Clear Communication	Trust is built through steady communication, clear expectations, and reliable follow-through. CommunityBridge helps organizations create a more supportive experience for families through stronger coordination. Request a demo to see how the platform supports trust at scale. This season is a good time to focus on fall planning and operational consistency.	#CommunityBridge #ParentTrust #FamilySupport #ABATherapy #CareTeams #HealthcareTechnology	2026-09-11	10:00 AM	None	Pending	TRUE
20260911-IG-041	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-parent-trust-05	Instagram	Trust Grows Through Clear Communication	supportive branded social graphic, family trust theme, clean portrait layout, soft green and blue arcs, subtle family silhouettes or icons, modern calming typography, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Trust Grows Through Clear Communication	Trust grows when families feel informed and supported. CommunityBridge helps teams create a clearer experience from day to day. Request a demo to see how. This season is all about fall planning and operational consistency.	#CommunityBridge #ParentTrust #FamilySupport #ABATherapy #CareTeams #HealthcareTechnology	2026-09-11	10:00 AM	None	Pending	TRUE
20260914-FB-042	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-provider-growth-06	Facebook	Growth Needs Systems That Scale	professional growth-focused healthcare graphic, clean white field, subtle upward motion elements, dashboard and team icons, blue-green brand accents, modern polished portrait composition, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Growth Needs Systems That Scale	As organizations grow, the need for consistent systems grows with them. CommunityBridge helps providers support expansion without losing visibility, communication, or operational confidence. Request a demo to explore scalable coordination. This season is a good time to focus on fall planning and operational consistency.	#CommunityBridge #ProviderGrowth #ABATherapy #HealthcareOperations #ScalableSystems #ClinicLeadership	2026-09-14	10:00 AM	None	Pending	TRUE
20260914-IG-042	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-provider-growth-06	Instagram	Growth Needs Systems That Scale	professional growth-focused healthcare graphic, clean white field, subtle upward motion elements, dashboard and team icons, blue-green brand accents, modern polished portrait composition, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Growth Needs Systems That Scale	Growth works better when the system behind it can scale. CommunityBridge helps providers build with more visibility and confidence. Request a demo to learn more. This season is all about fall planning and operational consistency.	#CommunityBridge #ProviderGrowth #ABATherapy #HealthcareOperations #ScalableSystems #ClinicLeadership	2026-09-14	10:00 AM	None	Pending	TRUE
20260916-FB-043	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-operational-clarity-07	Facebook	Operational Clarity Changes Everything	minimal branded operations graphic, portrait static design, crisp typography, subtle workflow layers and directional lines, clean healthcare-tech atmosphere, blue and green highlight accents, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Operational Clarity Changes Everything	Operational clarity helps teams move faster with less confusion. CommunityBridge brings key workflows into one connected experience so providers can support staff and families more effectively. Request a demo to see how clearer operations can improve the day. This season is a good time to focus on fall planning and operational consistency.	#CommunityBridge #OperationalClarity #ClinicOperations #ABATherapy #WorkflowSupport #HealthcareTechnology	2026-09-16	10:00 AM	None	Pending	TRUE
20260916-IG-043	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-operational-clarity-07	Instagram	Operational Clarity Changes Everything	minimal branded operations graphic, portrait static design, crisp typography, subtle workflow layers and directional lines, clean healthcare-tech atmosphere, blue and green highlight accents, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Operational Clarity Changes Everything	Clarity creates momentum. CommunityBridge helps teams simplify operations so the day can run with more confidence. Request a demo to explore the platform. This season is all about fall planning and operational consistency.	#CommunityBridge #OperationalClarity #ClinicOperations #ABATherapy #WorkflowSupport #HealthcareTechnology	2026-09-16	10:00 AM	None	Pending	TRUE
20260918-FB-044	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-faq-education-08	Facebook	Better Questions Lead To Better Workflows	educational branded social graphic, portrait layout, FAQ card motif, calm healthcare-tech palette, clean whitespace, modern headline and subtle icon accents, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Better Questions Lead To Better Workflows	Sometimes the best workflow improvements start with the right questions. CommunityBridge helps organizations simplify the systems behind communication, scheduling, and day-to-day coordination. Request a demo to see what a more connected workflow could look like. This season is a good time to focus on fall planning and operational consistency.	#CommunityBridge #ABAEducation #HealthcareWorkflow #ABATherapy #OperationsSupport #ProviderTools	2026-09-18	10:00 AM	None	Pending	TRUE
20260918-IG-044	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-faq-education-08	Instagram	Better Questions Lead To Better Workflows	educational branded social graphic, portrait layout, FAQ card motif, calm healthcare-tech palette, clean whitespace, modern headline and subtle icon accents, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Better Questions Lead To Better Workflows	Good questions often lead to stronger systems. CommunityBridge helps teams simplify everyday coordination with tools built for clarity. Request a demo to learn more. This season is all about fall planning and operational consistency.	#CommunityBridge #ABAEducation #HealthcareWorkflow #ABATherapy #OperationsSupport #ProviderTools	2026-09-18	10:00 AM	None	Pending	TRUE
20260921-FB-045	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-demo-cta-09	Facebook	See CommunityBridge In Action	branded promotional static graphic, clean modern healthcare-tech style, subtle app interface cards, green call-to-action accent, white and slate composition, confident headline area, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text See CommunityBridge In Action	The best way to understand a stronger workflow is to see it in action. CommunityBridge helps organizations simplify communication, scheduling, coordination, and operational visibility in one connected platform. Request a demo to explore how it could support your team. This season is a good time to focus on fall planning and operational consistency.	#CommunityBridge #RequestADemo #ABATherapy #HealthcareTechnology #CareCoordination #ClinicOperations	2026-09-21	10:00 AM	None	Pending	TRUE
20260921-IG-045	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-demo-cta-09	Instagram	See CommunityBridge In Action	branded promotional static graphic, clean modern healthcare-tech style, subtle app interface cards, green call-to-action accent, white and slate composition, confident headline area, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text See CommunityBridge In Action	Want to see how a more connected care workflow could look for your team. Request a demo and explore CommunityBridge in action. This season is all about fall planning and operational consistency.	#CommunityBridge #RequestADemo #ABATherapy #HealthcareTechnology #CareCoordination #ClinicOperations	2026-09-21	10:00 AM	None	Pending	TRUE
20260923-FB-046	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-role-based-dashboards-10	Facebook	Clear Roles Create Better Care Days	clean branded healthcare-tech social graphic, white and slate background with subtle blue-green gradient accents, calm modern layout, abstract connected nodes and dashboard cards, headline centered, CommunityBridge brand feel, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Clear Roles Create Better Care Days	When every role can see what matters most, daily operations get easier to manage. CommunityBridge helps teams reduce confusion, support consistent communication, and keep care moving forward with more clarity. Request a demo to see how a more connected workflow can support your organization. This season is a good time to focus on fall planning and operational consistency.	#CommunityBridge #ABATherapy #CareCoordination #HealthcareTechnology #BCBA #ClinicOperations	2026-09-23	10:00 AM	None	Pending	TRUE
20260923-IG-046	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-role-based-dashboards-10	Instagram	Clear Roles Create Better Care Days	clean branded healthcare-tech social graphic, white and slate background with subtle blue-green gradient accents, calm modern layout, abstract connected nodes and dashboard cards, headline centered, CommunityBridge brand feel, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Clear Roles Create Better Care Days	Clear roles make busy care days feel more manageable. CommunityBridge helps teams stay connected, informed, and ready to support families with more confidence. Request a demo to see the workflow in action. This season is all about fall planning and operational consistency.	#CommunityBridge #ABATherapy #CareCoordination #HealthcareTechnology #BCBA #ClinicOperations	2026-09-23	10:00 AM	None	Pending	TRUE
20260925-FB-047	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-family-communication-11	Facebook	Family Communication Should Feel Simple	static branded portrait social graphic, supportive healthcare-tech style, soft green and blue accents, clean whitespace, subtle message bubbles and family-care icons, modern sans serif typography, calm reassuring composition, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Family Communication Should Feel Simple	Families should not have to guess what comes next. CommunityBridge helps care teams share timely updates, reduce back-and-forth, and create a more confident experience for parents and caregivers. Request a demo to explore a simpler communication workflow. This season is a good time to focus on fall planning and operational consistency.	#CommunityBridge #FamilyCommunication #ABATherapy #CareTeams #ParentSupport #HealthcareWorkflow	2026-09-25	10:00 AM	None	Pending	TRUE
20260925-IG-047	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-family-communication-11	Instagram	Family Communication Should Feel Simple	static branded portrait social graphic, supportive healthcare-tech style, soft green and blue accents, clean whitespace, subtle message bubbles and family-care icons, modern sans serif typography, calm reassuring composition, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Family Communication Should Feel Simple	Better family communication starts with clearer systems behind the scenes. CommunityBridge helps providers keep updates timely, simple, and easier for families to trust. Request a demo to learn more. This season is all about fall planning and operational consistency.	#CommunityBridge #FamilyCommunication #ABATherapy #CareTeams #ParentSupport #HealthcareWorkflow	2026-09-25	10:00 AM	None	Pending	TRUE
20260928-FB-048	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-scheduling-efficiency-12	Facebook	Better Schedules Support Better Days	branded instagram portrait graphic, operational healthcare layout, minimal calendar grid elements, soft green highlight, navy and slate accents, clean modern headline space, organized and efficient visual tone, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Better Schedules Support Better Days	Scheduling is more than filling a calendar. CommunityBridge helps providers coordinate staff, reduce friction, and create smoother days for clinicians, office teams, and families alike. Request a demo to see a more efficient scheduling workflow. This season is a good time to focus on fall planning and operational consistency.	#CommunityBridge #SchedulingEfficiency #ABATherapy #ClinicOperations #CareCoordination #WorkflowTools	2026-09-28	10:00 AM	None	Pending	TRUE
20260928-IG-048	CommunityBridge Annual Growth Campaign 2026-2027	2026-09-scheduling-efficiency-12	Instagram	Better Schedules Support Better Days	branded instagram portrait graphic, operational healthcare layout, minimal calendar grid elements, soft green highlight, navy and slate accents, clean modern headline space, organized and efficient visual tone, instagram portrait 4:5, CommunityBridge branding, Fall Stability emphasis, headline text Better Schedules Support Better Days	A stronger schedule helps everyone move with less friction. CommunityBridge supports clearer planning, smoother handoffs, and better daily coordination. Request a demo to see the difference. This season is all about fall planning and operational consistency.	#CommunityBridge #SchedulingEfficiency #ABATherapy #ClinicOperations #CareCoordination #WorkflowTools	2026-09-28	10:00 AM	None	Pending	TRUE
20261002-FB-049	CommunityBridge Annual Growth Campaign 2026-2027	2026-10-reporting-insights-01	Facebook	Reporting Should Support Better Decisions	clean data-informed social graphic, branded healthcare-tech portrait design, subtle report cards and chart accents, calm professional palette, spacious layout, headline prominent and readable, instagram portrait 4:5, CommunityBridge branding, Fall Planning emphasis, headline text Reporting Should Support Better Decisions	Good reporting should help teams act, not slow them down. CommunityBridge supports better visibility into the information providers need so decisions can feel more timely, aligned, and practical. Request a demo to see how reporting workflows can work better. This season is a good time to focus on fall planning and stronger team alignment.	#CommunityBridge #ReportingInsights #HealthcareWorkflow #ABATherapy #CareCoordination #OperationalClarity	2026-10-02	10:00 AM	None	Pending	TRUE
20261002-IG-049	CommunityBridge Annual Growth Campaign 2026-2027	2026-10-reporting-insights-01	Instagram	Reporting Should Support Better Decisions	clean data-informed social graphic, branded healthcare-tech portrait design, subtle report cards and chart accents, calm professional palette, spacious layout, headline prominent and readable, instagram portrait 4:5, CommunityBridge branding, Fall Planning emphasis, headline text Reporting Should Support Better Decisions	Better reporting leads to better next steps. CommunityBridge helps teams turn information into action with more clarity and less guesswork. Request a demo to explore the workflow. This season is all about fall planning and stronger team alignment.	#CommunityBridge #ReportingInsights #HealthcareWorkflow #ABATherapy #CareCoordination #OperationalClarity	2026-10-02	10:00 AM	None	Pending	TRUE
